6,28318530717959
6,28150318723633
6,27645773773919
6,26805168940106
6,25628962533412
6,241177986566
6,22272491375595
6,20094034244234
6,17583600945376
6,14742545290904
6,11572401221724
6,08074882807764
6,04251884247978
6,00105479870339
5,95637924131845
5,90851651618517
5,85749249946749
5,80333465945776
5,74607249511186
5,68573708190864
5,62236106639349
5,55597866617833
5,48662566994158
5,41433943742819
5,33915889944962
5,26112455788386
5,18027848567541
5,09666432683529
5,01032729644105
4,92131418063674
4,82967333663294
4,73545469270675
4,63870974820179
4,53949157352819
4,43785205500523
4,33384437362673
4,22752610938083
4,11895575748744
4,00819272357466
3,89529732367876
3,78033078424416
3,66335524212347
3,54443374457747
3,4236302492751
3,30100962429346
3,17663764811786
3,05058100964173
2,92290730816671
2,7936850534026
2,66298366546734
2,53087347488709
2,39742572259615
2,26271255993698
2,12680704866025
1,98978316092476
1,85171577929749
1,71268069675362
1,57275461667646
1,43201358168545
1,29052252361998
1,14835799426665
1,00559967461657
0,862327004511028
0,718619182641471
0,574555166549537
0,430213672627035
0,285673176115951
0,141011911108446
-0,00369212945314223
-0,148361193776302
-0,292917771218344
-0,437284592286403
-0,581384628637441
-0,725141093078242
-0,868477439565413
-1,01131736320539
-1,15358480025442
-1,2952039281186
-1,43609916535382
-1,57619517166581
-1,71541684791014
-1,85368933609217
-1,99093801936711
-2,12708852203999
-2,26206670956564
-2,39579868854877
-2,52821305944414
-2,65925501632715
-2,78885392394888
-2,91693589317568
-3,04342847956434
-3,16826068336213
-3,2913629495067
-3,41266716762619
-3,53210667203917
-3,64961624175462
-3,765132100472
-3,87859191658119
-3,98993480316252
-4,09910131798674
-4,20603346351507
-4,31067468689914
-4,41296987998105
-4,51286537929333
-4,61030896605893
-4,70524986619126
-4,79763875029418
-4,88742773366196
-4,97457037627935
-5,0590216828215
-5,14073810265402
-5,21967752983297
-5,29579930310483
-5,36906420590654
-5,43943446636546
-5,50687375729941
-5,57134719621663
-5,63282246127299
-5,6912782055503
-5,7466833243641
-5,79900516260405
