0
-2,96839542255373E-06
-1,18704041118048E-05
-2,66964947981363E-05
-4,74306174033664E-05
-7,40501749828888E-05
-0,000106526839611573
-0,000144826060511285
-0,000188907030970239
-0,000238722688342995
-0,000294219714050461
-0,000355338533579891
-0,000422013316484886
-0,000494171976385394
-0,000571736170967709
-0,000654621301984474
-0,000742737898310747
-0,000835991319014396
-0,000934279508009981
-0,00103749529824769
-0,00114552643947858
-0,00125825559825454
-0,00137556035792833
-0,00149731321865354
-0,00162338159738464
-0,00175362782787694
-0,00188790916068659
-0,00202607776317062
-0,00216798071948688
-0,00231346003059411
-0,00246235261425188
-0,00261449030502061
-0,00276969985426157
-0,00292780293013691
-0,00308863010432622
-0,00325200838642934
-0,00341774535974753
-0,00358564678109444
-0,00375551660522619
-0,00392715698484133
-0,00410036827058084
-0,00427494901102816
-0,00445069595270916
-0,00462740404009214
-0,00480486641558787
-0,00498287441954953
-0,00516121759027277
-0,00533968366399565
-0,0055180585748987
-0,00569612645510488
-0,00587366963467958
-0,00605046864163064
-0,00622630220190835
-0,00640094723940543
-0,00657417887595704
-0,00674577043134079
-0,00691549342327672
-0,00708311756742732
-0,00724841841835487
-0,00741122827787514
-0,00757132558982022
-0,0077284759502675
-0,0078824484748014
-0,00803301579851343
-0,00817995407600212
-0,00832304298137308
-0,00846206570823894
-0,00859680896971939
-0,00872706299844119
-0,00885262154653814
-0,00897328188565107
-0,00908884480692789
-0,00919911462102356
-0,00930389915810006
-0,00940300976782646
-0,00949626131937886
-0,00958347220144042
-0,00966446432220133
-0,00973906310935885
-0,0098070975101173
-0,00986839999118803
-0,00992280653878946
-0,00997015665864703
-0,0100102933759933
-0,0100430632355677
-0,010068316301617
-0,0100859154830896
-0,0100957943394631
-0,010097822132668
-0,0100918565473312
-0,010077763221447
-0,0100554157463769
-0,0100246956668501
-0,00998549248096305
-0,00993770364017969
-0,00988123454933128
-0,00981599856661655
-0,0097419170036016
-0,00965891912521997
-0,00956694214977259
-0,00946593124892779
-0,00935583954772133
-0,00923662812455637
-0,00910826601120346
-0,00897073019280058
-0,0088240056078531
-0,00866808514823382
-0,00850296965918293
-0,00832866793930803
-0,00814519674058414
-0,00795258076835366
-0,00775085268132644
-0,00754005309157969
-0,00732023056455807
-0,00709144161907362
-0,00685375072730579
-0,00660723031480147
-0,00635196163316958
-0,00608803607327797
-0,0058155333914253
-0,00553453711052751
-0,0052451384097177
-0,00494743612434605
-0,00464153674597991
-0,00432755442240371
-0,00400561095761904
-0,0036758358118446
-0,0033383661015162
-0,00299334659928682
-0,00264092973402651
-0,00228127559082247
-0,00191455191097904
-0,00154093409201766
-0,0011606051876769
-0,000773755907912461
-0,000380584618897169
1,87026569790326E-05
0,000423892241109071
0,000834762798668747
0,00125108533861674
0,00167262321369461
0,00209913212042678
0,00253036009912055
0,00296604753386612
0,00340592715253653
0,00384972402678771
0,00429715557205848
0,0047479315475705
0,00520175405632835
0,00565831754511944
0,0061173088045141
0,00657848436791752
0,00704164939772793
0,00750649501336432
0,00797270987834882
0,00843998159976118
0,00890799672823881
0,00937644075797672
0,00984499812672756
0,0103133522158016
0,0107811853500667
0,0112481787979485
0,0117140127714301
0,0121783664260522
0,0126409178609134
0,0131013441186696
0,0135593211855345
0,0140145239912794
0,0144666264092332
0,0149153012562826
0,0153602202928716
0,0158010542230022
0,0162374726942337
0,0166691442976831
0,0170957365680253
0,0175169159834925
0,0179323479658747
0,0183416968805195
0,0187446260363321
0,0191407976857752
0,0195298730248695
0,0199115121931929
0,0202853742738813
0,0206511172936278
0,0210083982226837
0,0213569224337812
